,Product Name,Product Description,Discounted Price,Original Price,Discount Percentage,Customer Rated Rating,Customer Review Test,Reviewers Name,Review_posted_dates
2088,Being Human,Graphic Printed Pure Cotton T-shirt,₹309,₹999,(69% OFF),[],[],[],[]
2089,HRX by Hrithik Roshan,Fighter Collection Men Printed T-shirt,₹494,₹899,(45% OFF),[],[],[],[]
2090,Cultsport,Muscle T-shirt with Contrast Panels,₹604,₹1099,(45% OFF),[],[],[],[]
2091,Hubberholme,Typography Printed Relaxed Fit Pure Cotton T-shirt,₹689,₹2299,(70% OFF),[],[],[],[]
2092,WROGN,Men Pure Cotton Solid Round Neck Slim Fit T-shirt,₹419,₹699,(40% OFF),"[4, 5, 5]","['Good one. Pure cotton fabric. Colour and fitting is also good', 'Love it ❤️', 'Loved it']","['Kiran', 'Myntra Customer', 'Arvind']","['1 Aug 2023', '10 June 2023', '10 June 2023']"
2093,Maniac,Typography Printed Raglan Sleeves Cotton Oversized T-shirt,₹695,₹1829,(62% OFF),[],[],[],[]
2094,French Connection,Graphic Printed Round Neck T-shirt,₹419,₹1199,(65% OFF),[],[],[],[]
2095,Roadster,The Lifestyle Co. Oversized Fit Printed Pure Cotton T-shirt,₹311,₹799,(61% OFF),[],[],[],[]
2096,Kook N Keech Marvel,Men White & Green Pure Cotton Hulk Print Oversized T-shirt,₹340,₹1099,(69% OFF),"[3, 3, 4]","['A little short the size and the print is also not much overwhelming. But I got the product before the expected date. So overall a good purchase of 219 of size xl.', 'Worth the price..but the prints get washed off after the first wash..', ""The print and size is perfect.. but could be better.. I've purchased a kook n keech t-shirt before their graphic print is superb as always but the stuff is not so good so the print will start to fade off like a whitish tone because of the cheap stuff""]","['Rajesh', 'Vinoth Prabu', 'Sanjeev Thakur']","['12 Oct 2023', '3 Sept 2023', '20 Aug 2023']"
2097,Free Authority,Crew Neck Black Men Tshirt,₹374,₹499,(25% OFF),"[2, 5, 4]","['Quality not that good', 'Good quality T-shirt ￼', 'Good']","['Tumbemo', 'Manpreet Kaur', 'Sai Mahesh']","['20 Nov 2023', '5 Sept 2023', '13 July 2023']"
2098,Roadster,The Life Co. Printed Drop-Shoulder Sleeves Pure Cotton T-shirt,₹323,₹899,(64% OFF),[],[],[],[]
2099,Kook N Keech,Pure Cotton Typography Printed Drop-Shoulder Sleeves Oversized Fit T-shirt,₹341,₹899,(62% OFF),"[4, 5]","['A good product ...go for it', 'Nice']","['Rohan Pratap', 'Subarno Das']","['4 Nov 2023', '6 Nov 2023']"
2100,Mr Bowerbird,Men Yellow Pure Cotton Philosophy Oversized T-shirt,₹569,₹1499,(62% OFF),"[5, 5, 5]","['So comfortable and well made tshirt.Quality of this tshirt is awsome?', 'Lovely fit. The material is very nice, seems very classy.', 'Fabric is very good in nature but thicker then expected overall fantastic Mr.bowerbird uses good fabric n colours these colours lasts longer then expected']","['Pratik Roy', 'Satyapal Verma', 'Srinivas Nimmagadda']","['22 Feb 2023', '16 May 2023', '22 June 2023']"
2101,Kook N Keech Marvel,Men Red Solid Round Neck Pure Cotton T-shirt,₹321,₹699,(54% OFF),"[4, 4, 4]","[""Good ?? fabric quality but Little loose in the body, and color also dark not like in the pic. Otherwise it's good ?."", 'Bright red is marvellous looks pretty. Nice one..?', ""It's absolutely good... value for money also""]","['Avnish Kumar', 'Kamlesh Shrivastava', 'Sandeep']","['19 July 2023', '3 May 2023', '8 Oct 2023']"
2102,DAMENSCH,Breeze Regular Fit Ultralight Solid Premium Combed Cotton Vortex Blend T-Shirt,₹580,₹699,(17% OFF),"[5, 5]","['The product is quite good Light to wear and comfortable as well ❤️\u200d🩹', 'Tshirt quality is premium and a perfect fit, must try for its quality and eye pleasing colours']","['Chandan Kumar', 'Nanda']","['18 Nov 2023', '1 Jan 2024']"
2103,HRX by Hrithik Roshan,Men Black Printed Rapid Dry Lightweight Regular Fit Running T-shirt,₹599,₹1499,(60% OFF),"[5, 4, 5]","['Hrx .....More Power To You....lovely Product as usual....Thanks Myntra', 'Very good...looks smart and trendy', 'Nice fabric..worth buying it??']","['Akash Singh Gautam', 'Manish Pillai', 'Ramesh']","['30 May 2020', '3 Feb 2020', '13 Feb 2020']"
2104,Red Tape,Polo Collar Short Sleeve T-shirt,₹713,₹3399,(79% OFF),"[5, 4, 4]","['Quality of fabric was good and colour was almost similar to what was displayed in the app.', 'Nice tshirt', 'Nice']","['Kishore Kumar P', 'Farhat Memon', 'Shailesh Dhande']","['3 Sept 2023', '21 Aug 2023', '21 Nov 2023']"
2105,fanideaz,High Neck Long Sleeves Cotton T-shirt,₹599,₹2499,(Rs. 1900 OFF),[],[],[],[]
2106,HRX by Hrithik Roshan,Men Printed Polo Collar Racket Sport T-shirt,₹844,₹1299,(35% OFF),[],[],[],[]
2107,Maniac,Striped Oversized Cotton T-shirt,₹699,₹1999,(65% OFF),[],[],[],[]
2108,Bonkers Corner,Graphic Printed Drop Shoulder Sleeves Cotton Loose Fit T-shirt,₹696,₹849,(18% OFF),[5],['Very good product 👍'],['Hamka Debbarma'],['20 Dec 2023']
2109,HRX by Hrithik Roshan,Men Blue Rapid Dry T-shirt,₹422,₹899,(53% OFF),"[5, 4]","['Good quality Nice Fit', 'Good']","['Saras', 'Parveen Kumar']","['26 Aug 2023', '11 Dec 2023']"
2110,Roadster,Men Navy Blue Solid Polo Collar Pure Cotton T-shirt,₹441,₹1299,(66% OFF),"[5, 4, 5]","[""Everything is upto the mark, be it colour, fabric, fitting etc. and it's one of the tees which i can wear everyday!!"", 'Nice product...same as shown in picture...quality wise is good...go for it', 'The quality of the product is amazing! Loved it.']","['Rahul', 'Rishu Jha', 'Hridika Mandal']","['4 July 2020', '23 Mar 2021', '12 Mar 2021']"
2111,French Connection,Pure Cotton T-shirt,₹575,₹1599,(64% OFF),[],[],[],[]
2112,HRX by Hrithik Roshan,Men Taupe Rapid Dry T-shirt,₹422,₹899,(53% OFF),"[5, 4, 4]","['Having used the HRX Rapid Dry T-shirt and track pants for the past 6 months, I can confidently say they exceed expectations. These products have been a game-changer in my fitness routine. The durability is exceptional, showing no signs of wear despite regular use. The rapid-dry feature continues to impress, ensuring I stay comfortable and dry. Kudos to HRX for delivering reliable and long-lasting activewear! Myntra has never failed with any replacements I made .', 'Good . Quality is good. Same as in image. Reasonable price I got it.', 'Good color as shown in pics. Not stretchable but value for money']","['Monu', 'Sribhuvanchand', 'Mandar Kakade']","['6 Dec 2023', '31 Dec 2023', '2 Dec 2023']"
2113,HRX by Hrithik Roshan,Men Geometric Printed Rapid-Dry Training T-shirt,₹974,₹1499,(35% OFF),[5],['Very good quality and amazing comfort and fit'],['Shivasundar S'],['7 Nov 2023']
2114,Maniac,Colourblocked Raglan Sleeves Cotton T-Shirt,₹699,₹1999,(65% OFF),"[3, 5, 1]","['Design n everything of this tshirt is good but it’s fabric is thick', 'Happy with the product,, thats all', 'Damaged']","['Waqas Ahmad Khan', 'Jack Chris', 'Gyanendra']","['10 Aug 2023', '7 Nov 2023', '3 July 2023']"
2115,plusS,Black Plus Size Round Neck Short Sleeves Pure Cotton T-shirt,₹350,₹700,(50% OFF),[2],['Color is shedding (black) even after 2 washes'],['Narayanan'],['11 Dec 2023']
2116,Kook N Keech,Ombre & Graphic Printed Drop-Shoulder Sleeves Pure Cotton Oversized T-shirt,₹359,₹999,(64% OFF),"[5, 5]","['Perfect fit, awesome print. Gifted it to my brother. Worth buying.', 'Oversized is very big']","['Nabamita Mukherjee', 'X Sam X']","['17 Oct 2023', '8 Nov 2023']"
2117,HERE&NOW,Typography Printed Pure Cotton T-shirt,₹335,₹1199,(72% OFF),[1],['Very bad fitting'],['Sayan Deep Saha'],['5 Nov 2023']
2118,FREE SOCIETY,Graphic Printed Polo Collar Pure Cotton Oversized T-shirt,₹543,₹1599,(66% OFF),"[4, 5]","[""T shirt is good but after wearing t shirt it's very heavy size"", 'Good but ......']","['Myntra Customer', 'Myntra Customer']","['29 Nov 2023', '29 Oct 2023']"
2119,Fame Forever by Lifestyle,Men Green Polo Collar T-shirt,₹424,₹499,(15% OFF),[],[],[],[]
2120,HRX by Hrithik Roshan,Men Grey Melange Printed Pure Cotton T-shirt,₹384,₹699,(45% OFF),"[5, 5, 4]","['Awesome tshirt as expected, fit and fabric are totally upto the mark?', 'We bought Xxl Size: was as expected. Material: okay quality. Color: as shown in the photo. Price: could have been less.', 'It perfect fit from shoulder and chest..length is perfect for my height of 5.10ft. Fabric is not 100% cotton unlike my expectation. It has 40% polyster mixed. Neck is little lose and it is good for summers.']","['Jayant Gyamlani', 'Iman Ghoshal', 'Nimesh Bhodia']","['2 Mar 2021', '20 Oct 2020', '12 Apr 2021']"
2121,Roadster,Men Green Solid Polo Collar Pure Cotton T-shirt,₹350,₹899,(61% OFF),"[5, 5, 4]","['Same as picture. Perfect one', 'No complaints, perfect fit for the size i ordered.', 'Very good fabric. Really comfortable. Sleeves are a bit short. Length is more than expected.']","['Renu', 'Rakesh', 'Surajit Sadhukhan']","['12 July 2020', '15 July 2020', '2 Mar 2021']"
2122,Roadster,The Lifestyle Co. Embossed Print Pure Cotton Oversized T-shirt,₹341,₹899,(62% OFF),[],[],[],[]
2123,WROGN,Men Mauve White Slim Fit Printed Round Neck Pure Cotton T-shirt,₹503,₹1199,(58% OFF),"[4, 5, 5]","['Very nice product packaging was proper ...fits really well and did look as shown in the image tab ks myntra ?', 'Beautiful fabric . When i put on this t shirts can not felling that something i have put on my body.', 'Product is good. It is exactly the same as shown. Good quality product. Really loving it']","['Arunkumar Murthy', 'Rahul', 'Simran']","['3 Jan 2021', '13 June 2020', '28 Nov 2020']"
2124,encore by INVICTUS,Men Light Blue Polo Collar Solid T-shirt,₹449,₹998,(55% OFF),"[2, 4, 2]","['Not upto the mark, average quality', 'Product is good quality', 'Though it is new, it seems refurbished. I doubt the quality of the cloth. Short sleeves. Size issues too.']","['Mayur Phalak', 'Srinivasarao Reddy', 'C P']","['13 Dec 2022', '28 Sept 2023', '9 Feb 2023']"
2125,R.Code by The Roadster Life Co.,R Code by The Roadster Life Co Men Graphic Printed T-shirt,Rs. 399,,,,,,
2126,HRX by Hrithik Roshan,Brand Logo Polo Collar T-shirt,₹519,₹1299,(60% OFF),[],[],[],[]
2127,WROGN,Pure Cotton Printed Speckled Detailed Slim Fit T-shirt,₹719,₹1199,(40% OFF),[],[],[],[]
2128,bigbanana,Plus Size Colourblocked Round Neck Regular T-shirt,₹390,₹1699,(77% OFF),[],[],[],[]
2129,H&M,DryMove Sports Vest Top,Rs. 799,,,,,,
2130,Bewakoof,Witcher Of Rivia Full Sleeve T-Shirt,₹499,₹1299,(Rs. 800 OFF),"[4, 4, 5]","['Shirt is thin, kind of see through. Order L size if you want to buy M. Print on the shirt is good quality', 'Nice material, need to see how it is after wash', 'Good one']","['Rahul', 'Jai', 'Siddhesh Mahadeshwar']","['20 Jan 2022', '14 Jan 2022', '6 Sept 2022']"
2131,FCUK,Brand Logo Printed Drop-Shoulder Sleeves Oversized Fit Pure Cotton T-shirt,₹559,₹1599,(65% OFF),[],[],[],[]
2132,HRX by Hrithik Roshan,Rapid-Dry Striped Basketball T-shirt,₹674,₹899,(25% OFF),[],[],[],[]
2133,Roadster,The Lifestyle Co. Printed Drop-Shoulder Sleeves Pure Cotton Oversized T-shirt,₹341,₹899,(62% OFF),[1],['Size is not perfect as mentioned 38 chest is like 42 or 44'],['Sagar Karemore'],['12 Jan 2024']
2134,DILLINGER,Men Mustard Yellow Typography Printed Pure Cotton Oversized T-shirt,₹496,₹699,(29% OFF),[4],['Good'],['Krishiv Bansal'],['9 Sept 2023']
2135,HERE&NOW,Pure Cotton Graphic Printed Casual T-shirt,₹373,₹1099,(66% OFF),"[4, 5, 5]","['Fabric quality is very awesome and colour also same as shown pic', ""It's really nice.fit very well and quality was awesome i gift it to my bf"", 'Beautiful quality worth every penny']","['Md Zahid', '8953', 'Manjjai']","['25 Sept 2023', '12 Sept 2023', '20 Aug 2023']"
2136,Red Tape,Navy Graphic Print Pure Cotton Men's T-Shirt,₹356,₹1699,(79% OFF),"[4, 5, 5]","['Nice product', 'Superb', 'I loved it']","['Kanhaiya Devanda', 'Vikash', 'Akash Rana']","['11 Aug 2023', '8 Jan 2024', '12 June 2023']"
2137,Levis,Typography Printed Pure Cotton T-shirt,₹563,₹1199,(53% OFF),[5],['Great!!'],['Dwarikanath Parija'],['2 Nov 2023']
2138,Bewakoof,Calm Down Graphic Printed Oversized T-shirt,₹699,₹1299,(Rs. 600 OFF),[],[],[],[]
2139,FCUK,Pure Cotton Brand Logo Printed Casual T-shirt,₹419,₹1199,(65% OFF),"[5, 2]","['Nice', 'Not recommend']","['Savant Singh', 'Vishal Rajput']","['26 Nov 2023', '30 Nov 2023']"
2140,Sztori,Men Plus Size Printed Polo Collar Pure Cotton T-shirt,₹739,₹1999,(63% OFF),[],[],[],[]
2141,Maniac,Polo Collar Long Sleeves Pure Cotton T-shirt,₹796,₹2569,(69% OFF),[5],['Excellent'],['Shaikh Mohd Irshad Wajid Ali'],['16 Dec 2023']
2142,Technosport,Antimicrobial Slim Fit Sports T-shirt,Rs. 360,,,,,,
2143,WROGN,Brand Logo Printed Drop-Shoulder Sleeves Oversized T-shirt,₹539,₹899,(40% OFF),[],[],[],[]
2144,Kook N Keech,Men Tie and Dye Drop-Shoulder Sleeves Oversized Pure Cotton T-shirt,₹349,₹999,(65% OFF),[],[],[],[]
2145,Being Human,Printed Pure Cotton T-shirt,₹309,₹999,(69% OFF),[4],"[""Good slim fit. Cloth quality could have been better. But considering the price at which I bought, it's a good deal!""]",['Siva'],['13 Jan 2024']
2146,HRX by Hrithik Roshan,Striped Polo Collar Rapid- Dry Training T-shirt,₹844,₹1299,(35% OFF),[5],['Superb quality'],['Syed Mohd Gulam Raza'],['15 Oct 2023']
2147,Roadster,Black Flock Print T-Shirt with Suede Shoulder Patches,₹419,₹1399,(70% OFF),"[4, 5, 5]","['Very good product...medium thickness whis is very good .. look cool when you whear with the pair of jeans .. product same as shown in picture ..thanku myntra', 'Great quality and worthy', 'Very good product at this price. Thanks MYNTRA for making your customers happy. U grow more and more in the business and beat all the e-commerce sites. There should be only Myntra and Myntra everywhere. Really Genuine products....']","['Mohd', 'Zishan Ladji', 'Mohd Basheeruddin']","['9 Jan 2021', '3 May 2022', '15 Apr 2021']"
2148,Roadster,Men Black Pure Cotton T-shirt,₹299,₹599,(50% OFF),"[5, 2, 5]","['COMFORT LEVEL, FEEL, FABRIC QUALITY, PRICE WORTHY all comes under one name i.e. ROADSTER. Everything feels AWESOME in ROADSTER everytime. Why it underrated BRAND though it provides worthy fabric. Honestly, Speaking about ROADSTER brand is that it offers same COMFORT level like that of a big BRAND. Feel the highest level of comfort under lower price segment. Worth buying, honest pricing. Fabric used are high quality refined cotton, Experiencing Premium feel and fly like USPA & Jack N Jones. SUPER HAPPY.', ""Tshirt quality was really good..But the main problem is size.. I don't know why roadster is making their tshirts lengthy. From last few years I'm using roadster tshirts but recently I saw they have increased their tshirt length which is spoiling their complete look. Even the Small size is covering my complete Rise area. And my height is 5.8 due to lean body i usually prefer Small or Medium size tees. If tshirts did not have proper length they look so pathetic.. Sorry to say they have lost their customer..."", ""Nice quality tshirt, was afraid that could be short in length for 6'2 height as happened always with roadster shirts but it's almost perfect in xl size as still bit short from back but ok if adjusted a bit... Roadster please work on the length for tall men as even xl is v.short esp. for shirt.... Otherwise quality, colour, look etc. Awesome Just go for it""]","['Sabbirvd Vod 8257 5', 'Surya Aravind', 'Myntra Customer']","['6 July 2021', '6 Aug 2022', '10 June 2023']"
2149,Mast & Harbour,Men Tie & Dye Typography Print Pure Cotton T-shirt,₹399,₹999,(60% OFF),"[4, 3, 4]","['Product is good ???????????', 'Tshirt good ? But long tshirt ?', 'Must buy']","['Smita Dubey', 'Rahul', 'Saraswathi Reddy']","['7 July 2023', '16 June 2023', '30 Oct 2023']"
2150,max,Men Coral Red Polo Collar T-shirt,₹399,₹449,(Rs. 50 OFF),[],[],[],[]
2151,FCUK,Brand Logo Printed Pure Cotton T-shirt,₹489,₹1399,(65% OFF),[],[],[],[]
2152,HIGHLANDER,Hooded Popcorn Oversized Tshirt,₹649,₹1699,(Rs. 1050 OFF),[],[],[],[]
2153,Difference of Opinion,Men Charcoal Grey Cotton Drop-Shoulder Sleeves Oversized T-shirt,₹495,₹799,(38% OFF),"[5, 4, 5]","['Good product at a good price', ""Quality is good but it's a box fit t shirt"", 'good quality, go for a smaller size than the usual size you wear']","['Pooja Pandey', 'Tummala Vamsi', 'Basit']","['24 Jan 2023', '5 Feb 2023', '21 July 2023']"
2154,WROGN,Abstract Printed Cotton Slim Fit T-shirt,₹419,₹1049,(60% OFF),[],[],[],[]
2155,Being Human,Brand Logo Printed Pure Cotton T-shirt,₹309,₹999,(69% OFF),[],[],[],[]
2156,Roadster,The Life Co. Printed Drop-Shoulder Sleeves Pure Cotton T-shirt,₹349,₹899,(Rs. 550 OFF),[],[],[],[]
2157,U.S. Polo Assn.,U S Polo Assn Men Blue Typography Printed Slim Fit Athleisure T-shirt,₹639,₹799,(20% OFF),[],[],[],[]
2158,Austin wood,Men Multicoloured Striped Polo Collar T-shirt,₹494,₹1499,(67% OFF),"[3, 5, 3]","['Average product at that price', 'It was too good and correct fit to give size,so the clothing quality is average. I expected more quality it is just good locking', 'Although the fit was good, the material is not upto the mark. Bubbles appeared on the backside in very first week.']","['Suvendu', 'Siva Sai', 'Madhav Kumar']","['20 Oct 2021', '14 Dec 2021', '14 Sept 2023']"
2159,Being Human,Short Sleeves Polo Collar Pure Cotton T-shirt,₹1259,₹2099,(40% OFF),[5],['Very good quality 👍'],['Suraiya Hussain'],['11 Jan 2024']
2160,HRX by Hrithik Roshan,Rapid-Dry Running T-shirt,₹559,₹699,(20% OFF),[],[],[],[]
2161,Kook N Keech,Typography Printed Drop-Shoulder Sleeves Pure Cotton Oversized T-shirt,₹323,₹899,(64% OFF),[],[],[],[]
2162,Moda Rapido,Men Blue White Varsity Printed Round Neck Pure Cotton T-shirt,₹359,₹899,(60% OFF),"[5, 4, 5]","['Very good and soft fabric, colour as shown, buy your regular size.. if you want a slightly loose fit then buy 1 size bigger. Otherwise cool t-shirt. Got it for around 320, good value.', 'Fits fine to me, but if you are thin choose accordingly. Length around the waist is a bit smaller than the tshirts from other brands.', 'Nice feting ferfect size and lovely clr comfortable I am very very happy buy this product I love this product love much myntra']","['Neetu', 'Kartik Sharma', 'Sandeep Rohilla']","['13 Feb 2022', '8 Dec 2021', '9 Apr 2023']"
2163,Moda Rapido,Dyed & Tropical Printed Pure Cotton T-shirt,₹384,₹1099,(65% OFF),"[5, 5]","['Looks trendy loved it', 'Good 👍🏻']","['Jo', 'Shweta Prakash Gone']","['28 Nov 2023', '15 Nov 2023']"
2164,Being Human,Pure Cotton Graphic Printed Casual T-shirt,₹399,₹999,(60% OFF),[],[],[],[]
2165,Jack & Jones,Round Neck Slim Fit Pure Cotton T-shirt,₹559,₹799,(30% OFF),[2],['Normal not good'],['Jay Suvagiya'],['3 Jan 2024']
2166,Blackberrys,Striped Pure Cotton Slim Fit T-shirt,₹746,₹995,(25% OFF),"[4, 5, 3]","['Quality and the stuff is very great', 'Good product and very comfortable', 'Average quality']","['Sushmita Choudhary', 'Md Farooq Md Farooq', 'Santosh Kumar Sharma']","['29 June 2023', '27 July 2023', '2 Dec 2023']"
2167,HERE&NOW,Graphic Printed Polo Collar Pure Cotton T-shirt,₹531,₹1399,(62% OFF),"[5, 4, 5]","[""The shirt looks the same as in the pics. Fits nicely and falls good too. Colour is vibrant. Hoping it'll retain the brightness and integrity after subsequent washes."", 'Very good product', 'Nice product']","['Anupam Banerjee', 'Rituraj Joshi', 'Trinayan Doley']","['30 Nov 2023', '2 Dec 2023', '21 Sept 2023']"
2168,H&M,Pure Cotton Loose Fit T-Shirt,Rs. 799,,,,,,
2169,Levis,Graphic Brand Logo Printed Pure Cotton T-shirt,₹779,₹1199,(35% OFF),[5],['Very Good Choice 💯 /💯'],['Arvindbhai Patel'],['19 Nov 2023']
2170,Maniac,Typography Printed Oversized Cotton T-shirt,₹619,₹1999,(69% OFF),"[4, 5, 4]","['High quality t shirt Worth of money 🙃💯', 'Good 😊 happy', 'Good quality... Go for it ???']","['Myntra Customer', 'Ashok', 'Cheangku Momin']","['20 Sept 2023', '28 Dec 2023', '11 Aug 2023']"
2171,FCUK,Printed Pure Cotton T-shirt,₹489,₹1399,(65% OFF),[],[],[],[]
2172,Maniac,Men Self Design Long Sleeves Round Neck Cotton Slim Fit T-shirt,₹619,₹1999,(69% OFF),"[5, 5, 4]","['Good quality', 'I ordered many but finally done with this.... its colour is also as shown in image ?', 'Good product & very good delivery']","['Sikander', 'Pawan', 'Aamir Raza']","['13 Sept 2023', '5 June 2023', '18 May 2023']"
2173,HRX by Hrithik Roshan,Men Fluorescent Green Brand Logo Printed Rapid Dry T-shirt,₹422,₹899,(53% OFF),"[5, 4, 1]","['Wonderful', 'Get a nice product', 'Not good quality, sticker washed out in 1st wash...poor quality']","['Abuzar', 'Atulya', 'Aniket Suryavanshi']","['7 June 2023', '27 July 2023', '9 Jan 2024']"
2174,UnderJeans by Spykar,Printed Cotton Lounge T-shirt,₹399,₹849,(Rs. 450 OFF),[],[],[],[]
2175,bigbanana,Plus Size Men Green Solid Polo Collar Pure Cotton T-shirt,₹696,₹1699,(59% OFF),"[4, 5, 5]","['Nice product and the quality was good but loose fitting', 'Great Choice feeling is better than US polo. no need to waste money on us polo', 'The sleeves are slightly long.. But overall good material and fit']","['Bhaskar', 'Saycha', 'Karen Dmello']","['12 July 2020', '17 Nov 2020', '21 Oct 2020']"
2176,Sztori,Plus Size Typography Printed Pure Cotton T-shirt,₹545,₹1399,(61% OFF),[],[],[],[]
2177,Kook N Keech Marvel,Men Black Iron Man Printed Back Round Neck T-shirt,₹359,₹899,(60% OFF),"[4, 5, 5]","['Quality is fine. Hands are bit short.', ""quality is so good, the material is so comfy and it's the same as shown in pic..must buy...and the detailing just wow...marvel fans must have tshirt!!!"", 'Good.....my son liked it. Thank you mantra']","['M S Jagadish', 'Tanvi Raut', 'Samriddhi Verma']","['8 Apr 2021', '13 Nov 2022', '2 Apr 2021']"
2178,Roadster,Men Black White Printed Pure Cotton T-shirt,₹321,₹699,(54% OFF),"[4, 5, 5]","['Quality is good but size is quite long as compare to other product of same brand and same size.', 'Good Stuff. Perfect fitting❤️', 'Awsm product....go for it ❤️']","['Jyotindra Kumar Singh', 'Sunny Gupta', 'Abhishek']","['31 Aug 2021', '16 Dec 2023', '22 Mar 2022']"
2179,Moda Rapido,Solid With Printed Sleeves Drop-Shoulder T-shirt,₹359,₹1199,(70% OFF),[],[],[],[]
2180,WROGN,Polo Collar T-shirt,₹959,₹1599,(40% OFF),[],[],[],[]
2181,H&M,Pure Cotton Oversized Fit T-Shirt,Rs. 799,,,,,,
2182,Roadster,The Lifestyle Co Men Navy Blue Graphic Printed Round Neck Pure Cotton T-shirt,₹335,₹799,(58% OFF),"[3, 5, 4]","[""Nice but its colour is not the same as shown, and its colour was so fad in navy blue colour and quality isn't good.But Overall, it's good according to its price. Thank you myntra for your product. ??"", 'Perfect.... Good ?quality... My husband love it... .....', 'Very nice same as in picture.']","['Anisha Sharma', 'Mamta Kapoor', 'Soniya Desai']","['28 June 2023', '15 June 2021', '15 Mar 2020']"
2183,Roadster,Men Regular Fit Polo Collar T-shirt,₹409,₹1499,(Rs. 1090 OFF),"[5, 4, 4]","['Damaged product received. Right chest corner of tshirt thread coming and 1 centimetres hole visible. Clothes quality is not upto the mark as per price. Please Myntra avoid these types of products in your platform otherwise people are not believing your site. Thanks ?.', ""Nice stuff to wear....very comfortable and relaxing. Pair it with casual Jean's or chinos.."", ""Overally good but the fabric is very stretchy like if you move a little explosive it'll slack full""]","['Arun Kumar Dwivedi', 'Gufran Ahmad Khan', 'Charu Chandan Mahapatra']","['4 Mar 2023', '12 Mar 2023', '11 Jan 2024']"
2184,Roadster,Men Off White Solid Pure Cotton T-shirt,₹227,₹599,(62% OFF),"[5, 4, 4]","['It is a light weight, soft and comfortable t-shirt which is best to use in gym and also summer days.it is good according to its price must try.', 'Very good quality and fitting', 'Perfect fit.']","['Kunal Bhende', 'Anvar Daredia', 'Srikanth Dada']","['13 Mar 2023', '19 Sept 2022', '30 Dec 2023']"
2185,Mufti,Graphic Printed Round Neck Pure Cotton T-shirt,₹629,₹1399,(55% OFF),[],[],[],[]
2186,Roadster,Men Coffee Brown Solid Round Neck Pure Cotton T-shirt,₹354,₹499,(29% OFF),"[5, 5, 5]","['I love this colour in Roadster brand, Everything is good for me Thank you Myntra', 'Awesome color ,same as shown in pic ,cloth quality is very good ,worth buying', 'Very nice ... fitting is good']","['Souryraj', 'Mehmood Alam', 'Aarti Bhateria']","['4 Apr 2021', '11 July 2022', '12 Mar 2021']"
2187,WROGN,Henley Neck Pure Cotton Slim Fit T-shirt,₹751,₹1599,(53% OFF),"[4, 5]","['Product was good, size is exact', 'Nice fit']","['Pramod', 'Balasubramanian']","['7 Nov 2023', '9 Oct 2023']"
2188,Roadster,Men Lavender Solid T-shirt,₹227,₹599,(62% OFF),"[5, 4, 4]","['Quality of product is not good as i expected.thread comes out.after steam the clothes,it look nice but i noticed,this material is not new.,after 2-3 washes,it will look dull.i request Myntra,never sell old clothes in the name of 50 to 60 percent of offers. Because customers are way more smarter than your marketing strategies.', 'Shirt’s material is good but it’s length is too long I am 5’5', 'A little bit loose according to the size mentioned, rest the quality is great.']","['Devendra Prabhulkar', 'Tushar Das', 'Nishant Soni']","['14 Sept 2022', '6 Aug 2022', '10 Apr 2023']"
2189,The Dry State,Men Black Solid Round Neck Pure Cotton T-shirt,₹506,₹1299,(61% OFF),"[4, 4, 4]","['The quality is nice..', 'Good material quality and just the right fit according to the size. Not Bad.', 'Great material in affordable price , size is also ok , overall Nice product']","['Bijoy Das', 'Abhishek Singh', 'Soumyasankha']","['22 Jan 2022', '11 Apr 2023', '25 Oct 2023']"
2190,HERE&NOW,Graphic Printed Drop-Shoulder Sleeves Pure Cotton Boxy T-shirt,₹359,₹1199,(70% OFF),[],[],[],[]
2191,Red Tape,Men Brand Logo Printed Activewear T-shirt,₹503,₹2399,(79% OFF),"[5, 5, 5]","['The delivery boy was soo good. I really appreciate his patience he waited almost 10 min for me until I reached home from the office. I respect this hard work and passion towards his work. Thank you so much', 'Nice fabric suitable for gym workout. Fit is also fantastic ?', ""The first touch expressed the quality ??. It's thicker good fabric (meaning expensive cloth), soft synthetic that is effing comfortable. Hopefully it will also deliver on its sweat technology as promised, will do check it out in my today's evening run. Fitting is a little loose which is exactly how I wanted. I didn't want too tight tshirts like those gym boys. Color also suits me (this is personal preference and might differ with different tone people). Overall I'm happy with the first impression. I might update the review at a later time if I find quality degrading too soon. Cheerio?""]","['Karthik Reddy', 'Myntra Customer', 'Ankur Singh']","['13 Dec 2023', '2 June 2023', '30 May 2023']"
2192,Levis,Brand Logo Printed Pure Cotton T-shirt,₹1119,₹1399,(20% OFF),"[4, 5, 4]","['Just wao 🔥 perfect t shirt! Thank you mynta', 'Perfect. Good material and best design 👍', 'My husband loved it!']","['Biju Morang', 'Priyabrata', 'Shilpa Gn']","['7 Sept 2023', '9 Oct 2023', '26 Nov 2023']"
2193,Being Human,Pure Cotton Solid Casual T-shirt,₹329,₹1099,(70% OFF),[5],[''],['Mustaq Shah'],['7 Jan 2024']
2194,Jack & Jones,Slim Fit Pure Cotton T-shirt,₹639,₹799,(20% OFF),[5],"['The fitting of tshirt is perfect and comfortable to wear ,also it budget oriented..']",['Yash Sawant'],['31 Dec 2023']
2195,Levis,Brand Logo Printed Pure Cotton T-shirt,₹909,₹1399,(35% OFF),[],[],[],[]
